ID,firstName,middleName,lastName,generationalSuffix,primaryNumber,preDirectional,street,streetSuffix,postDirectional,unitDesignator,secondaryNumber,city,state,zipCode,zipExtension,phone,email,latitude,longitude,ip
5566,MAKAELA,Y,MCGREGOR,,,,,,,,,,,,,6503567739,,,,
5567,MAKAELA,Y,MCGREGOR,,,,,,,,,,,,,,MAKAELAMCGREGOR714@ACXIOM.COM,,,
5568,BARRETT,O,MCGREGOR,,386,,DICKEY VALLEY,RD,,,,COALFIELD,TN,37748,4802,,,,,
5569,BARRETT,O,MCGREGOR,,,,,,,,,,,,,9175104242,,,,
5570,BARRETT,O,MCGREGOR,,,,,,,,,,,,,,BARRETTMCGREGOR505@ACXIOM.COM,,,
5571,ALECIA,V,FORTUNE,,31,,TRAINING TRACK,DR,,,,BOYKIN,SC,29078,7101,,,,,
5572,ALECIA,V,FORTUNE,,23256,,ALORA,DR,,,,BOCA RATON,FL,33433,7001,,,,,
5573,ALECIA,V,FORTUNE,,,,,,,,,,,,,5013427768,,,,
5574,ALECIA,V,FORTUNE,,,,,,,,,,,,,,ALECIAFORTUNE354@ACXIOM.COM,,,
5575,DURELL,X,FORTUNE,SR,31,,TRAINING TRACK,DR,,,,BOYKIN,SC,29078,7101,,,,,
5576,DURELL,X,FORTUNE,SR,6631,,GAP POINT,CIR,,,,GIBSON,AR,72120,4052,,,,,
5577,DURELL,X,FORTUNE,SR,2364,,CROSBY,ST,,,,MEMPHIS,TN,38114,,,,,,
5578,DURELL,X,FORTUNE,SR,,,,,,,,,,,,5013425386,,,,
5579,DURELL,X,FORTUNE,SR,,,,,,,,,,,,,DURELLFORTUNE514@ACXIOM.COM,,,
5580,NEWTON,Y,FORTUNE,,31,,TRAINING TRACK,DR,,,,BOYKIN,SC,29078,7101,,,,,
5581,NEWTON,Y,FORTUNE,,20214,,SPRUCE POINT,PL,,,,AURORA,CO,80134,6602,,,,,
5582,NEWTON,Y,FORTUNE,,,,,,,,,,,,,5012524704,,,,
5583,NEWTON,Y,FORTUNE,,,,,,,,,,,,,6503565876,,,,
5584,NEWTON,Y,FORTUNE,,,,,,,,,,,,,,NEWTONFORTUNE571@ACXIOM.COM,,,
5585,MORTON,L,FORTUNE,III,31,,TRAINING TRACK,DR,,,,BOYKIN,SC,29078,7101,,,,,
5586,MORTON,L,FORTUNE,III,351,E,SHAVER,ST,,,,BEAUMONT,CA,92583,4721,,,,,
5587,MORTON,L,FORTUNE,III,3723,N,FABER,AVE,,,,PEORIA,IL,61616,7613,,,,,
5588,AEDAN,P,FORTUNE,,31,,TRAINING TRACK,DR,,,,BOYKIN,SC,29078,7101,,,,,
5589,AEDAN,P,FORTUNE,,1455,,MARY,ST,,,,ARCOLA,MS,38701,7148,,,,,
5590,AEDAN,P,FORTUNE,,15434,,CHARLES,ST,,,,BOYS TOWN,NE,68154,3726,,,,,
5591,AEDAN,P,FORTUNE,,,,,,,,,,,,,9175102306,,,,
5592,AEDAN,P,FORTUNE,,,,,,,,,,,,,5012522919,,,,
5593,AEDAN,P,FORTUNE,,,,,,,,,,,,,,AEDANFORTUNE173@ACXIOM.COM,,,
5594,AEDAN,P,FORTUNE,,,,,,,,,,,,,,AEDANFORTUNE314@ACXIOM.COM,,,
5595,AERIAL,T,STEPHENSON,,318,,SHORE,RD,,,,PAWCATUCK,RI,2891,3904,,,,,
5596,AERIAL,T,STEPHENSON,,,,,,,,,,,,,6503566144,,,,
5597,AERIAL,T,STEPHENSON,,,,,,,,,,,,,,AERIALSTEPHENSON751@ACXIOM.COM,,,
5598,LACHLAN,U,STREET,,11760,S,EL CAMINO DEL DIABLO,,,,,FORTUNA FOOTHILLS,AZ,85367,5819,,,,,
5599,LACHLAN,U,STREET,,,,,,,,,,,,,9175108099,,,,
5600,LACHLAN,U,STREET,,,,,,,,,,,,,9175104968,,,,
5601,ERIKA,,TYSON,,14688,E,SANTA RITA RANCH,RD,,,,CORONA DE TUCSON,AZ,85641,,,,,,
5602,ERIKA,,TYSON,,13617,W,PONDEROSA,CT,,,,WICHITA,KS,67235,9665,,,,,
5603,ERIKA,,TYSON,,270,,OVERLOOK,RD,,,,EAST HARTFORD,CT,6033,3618,,,,,
5604,ERIKA,,TYSON,,,,,,,,,,,,,5012529196,,,,
5605,ERIKA,,TYSON,,,,,,,,,,,,,,ERIKATYSON669@ACXIOM.COM,,,
5606,NAHUM,W,TYSON,,14688,E,SANTA RITA RANCH,RD,,,,CORONA DE TUCSON,AZ,85641,,,,,,
5607,NAHUM,W,TYSON,,,,,,,,,,,,,5012527191,,,,
5608,NAHUM,W,TYSON,,,,,,,,,,,,,,NAHUMTYSON355@ACXIOM.COM,,,
5609,ALAIN,ROJELIO,TYSON,,14688,E,SANTA RITA RANCH,RD,,,,CORONA DE TUCSON,AZ,85641,,,,,,
5610,ALAIN,ROJELIO,TYSON,,,,,,,,,,,,,,ALAINTYSON329@ACXIOM.COM,,,
5611,CLEMENTINE,V,TYSON,,14688,E,SANTA RITA RANCH,RD,,,,CORONA DE TUCSON,AZ,85641,,,,,,
5612,CLEMENTINE,V,TYSON,,240,,OSTER,DR,,,,BURGIN,KY,40330,8726,,,,,
5613,CLEMENTINE,V,TYSON,,150,,GLEN VIEW,TER,,,,NEW HAVEN,CT,6515,1417,,,,,
5614,CLEMENTINE,V,TYSON,,,,,,,,,,,,,5013425433,,,,
5615,CLEMENTINE,V,TYSON,,,,,,,,,,,,,6503561189,,,,
5616,CLEMENTINE,V,TYSON,,,,,,,,,,,,,,CLEMENTINETYSON446@ACXIOM.COM,,,
5617,ANGELES,F,AYALA,,820,,SABINA,CIR,,,,BEAR,DE,19701,2515,,,,,
5618,DORINDA,,AYALA,,820,,SABINA,CIR,,,,BEAR,DE,19701,2515,,,,,
5619,DORINDA,,AYALA,,393,S,151ST,AVE,,,,AVONDALE,AZ,85338,2951,,,,,
5620,DORINDA,,AYALA,,,,,,,,,,,,,9175108342,,,,
5621,DORINDA,,AYALA,,,,,,,,,,,,,,DORINDAAYALA677@ACXIOM.COM,,,
5622,MILLARD,U,AYALA,,820,,SABINA,CIR,,,,BEAR,DE,19701,2515,,,,,
5623,MILLARD,U,AYALA,,,,,,,,,,,,,,MILLARDAYALA791@ACXIOM.COM,,,
5624,MILLARD,U,AYALA,,,,,,,,,,,,,,MILLARDAYALA405@ACXIOM.COM,,,
5625,JULIETTE,,AYALA,,820,,SABINA,CIR,,,,BEAR,DE,19701,2515,,,,,
5626,JULIETTE,,AYALA,,962,W,RIVER,RD,,,,MANDERSON,WY,82401,9754,,,,,
5627,JULIETTE,,AYALA,,1223,,9TH,AVE,W,,,ASHLAND,WI,54806,3733,,,,,
5628,JULIETTE,,AYALA,,,,,,,,,,,,,9175105373,,,,
5629,JULIETTE,,AYALA,,,,,,,,,,,,,,JULIETTEAYALA395@ACXIOM.COM,,,
5630,SHAVONDA,,WOODRUFF,,24,,ROCKING CHAIR,,,,,MANILA,WY,82938,,,,,,
5631,SHAVONDA,,WOODRUFF,,4201,,FESSENDEN,ST,NW,,,WASHINGTON,DC,20016,,,,,,
5632,SHAVONDA,,WOODRUFF,,,,,,,,,,,,,6503562202,,,,
5633,SHAVONDA,,WOODRUFF,,,,,,,,,,,,,9175107109,,,,
5634,SHAVONDA,,WOODRUFF,,,,,,,,,,,,,,SHAVONDAWOODRUFF184@ACXIOM.COM,,,
5635,MABLE,,WOODRUFF,,24,,ROCKING CHAIR,,,,,MANILA,WY,82938,,,,,,
5636,MABLE,,WOODRUFF,,1080,,ROAD 5,,,,,BYRON,WY,82435,8423,,,,,
5637,MABLE,,WOODRUFF,,,,,,,,,,,,,6503569095,,,,
5638,MABLE,,WOODRUFF,,,,,,,,,,,,,,MABLEWOODRUFF883@ACXIOM.COM,,,
5639,TAVIA,L,WOODRUFF,,24,,ROCKING CHAIR,,,,,MANILA,WY,82938,,,,,,
5640,TAVIA,L,WOODRUFF,,908,,BLANDINA,ST,,,,NEW HARTFORD,NY,13501,1822,,,,,
5641,TAVIA,L,WOODRUFF,,,,,,,,,,,,,,TAVIAWOODRUFF723@ACXIOM.COM,,,
5642,TAVIA,L,WOODRUFF,,,,,,,,,,,,,,TAVIAWOODRUFF660@ACXIOM.COM,,,
5643,DERIAN,A,WOODRUFF,,24,,ROCKING CHAIR,,,,,MANILA,WY,82938,,,,,,
5644,DERIAN,A,WOODRUFF,,320,,LIONS HEAD,DR,,,,BLACK FOREST,CO,80132,9459,,,,,
5645,DERIAN,A,WOODRUFF,,,,,,,,,,,,,9175106969,,,,
5646,DERIAN,A,WOODRUFF,,,,,,,,,,,,,,DERIANWOODRUFF455@ACXIOM.COM,,,
5647,DERIAN,A,WOODRUFF,,,,,,,,,,,,,,DERIANWOODRUFF983@ACXIOM.COM,,,
5648,HOPE,MIAH,WOODRUFF,,24,,ROCKING CHAIR,,,,,MANILA,WY,82938,,,,,,
5649,HOPE,MIAH,WOODRUFF,,,,,,,,,,,,,5013420131,,,,
5650,HOPE,MIAH,WOODRUFF,,,,,,,,,,,,,,HOPEWOODRUFF928@ACXIOM.COM,,,
5651,MAGEN,F,HAGGERTY,,705,N,SPRING,ST,,,,ALTAMONT,TN,37110,1643,,,,,
5652,MAGEN,F,HAGGERTY,,3600,N,10TH,ST,,,,LINCOLN,NE,68521,2511,,,,,
5653,MAGEN,F,HAGGERTY,,,,,,,,,,,,,5013424450,,,,
5654,MAGEN,F,HAGGERTY,,,,,,,,,,,,,,MAGENHAGGERTY690@ACXIOM.COM,,,
5655,EXIE,Z,BYNUM,,4940,,DAKOTA,RD,SE,,,FOUR CORNERS,OR,97302,4809,,,,,
5656,EXIE,Z,BYNUM,,,,,,,,,,,,,,EXIEBYNUM771@ACXIOM.COM,,,
5657,JENNINGS,D,BYNUM,,4940,,DAKOTA,RD,SE,,,FOUR CORNERS,OR,97302,4809,,,,,
5658,JENNINGS,D,BYNUM,,11607,,FOX,RD,,,,GILBERTVILLE,IA,50648,,,,,,
5659,MERRILL,RUSS,BYNUM,,4940,,DAKOTA,RD,SE,,,FOUR CORNERS,OR,97302,4809,,,,,
5660,MERRILL,RUSS,BYNUM,,,,,,,,,,,,,6309647783,,,,
5661,MERRILL,RUSS,BYNUM,,,,,,,,,,,,,,MERRILLBYNUM204@ACXIOM.COM,,,
5662,MYLES,,QUINONES,,3814,E,PULASKI,AVE,,,,CUDAHY,WI,53110,1929,,,,,
5663,MYLES,,QUINONES,,19375,,ABHENRY,CIR,,,,NORTH PORT,FL,33948,7725,,,,,
5664,MYLES,,QUINONES,,,,,,,,,,,,,5013428878,,,,
5665,MYLES,,QUINONES,,,,,,,,,,,,,5013420472,,,,
5666,MYLES,,QUINONES,,,,,,,,,,,,,,MYLESQUINONES760@ACXIOM.COM,,,
5667,MYLES,,QUINONES,,,,,,,,,,,,,,MYLESQUINONES236@ACXIOM.COM,,,
5668,ENJOLI,,QUINONES,,3814,E,PULASKI,AVE,,,,CUDAHY,WI,53110,1929,,,,,
5669,ENJOLI,,QUINONES,,1902,,THOMASVILLE,DR,SE,,,ATLANTA,GA,30315,6943,,,,,
5670,ENJOLI,,QUINONES,,56,,DEVILS GARDEN,RD,,,,DARIEN,CT,6854,3316,,,,,
5671,ENJOLI,,QUINONES,,,,,,,,,,,,,9175108661,,,,
5672,VIVICA,B,QUINONES,,3814,E,PULASKI,AVE,,,,CUDAHY,WI,53110,1929,,,,,
5673,VIVICA,B,QUINONES,,1277,,DELAFIELD,PL,NE,,,WASHINGTON,DC,20017,2810,,,,,
5674,VIVICA,B,QUINONES,,10520,,RANCH ROAD 12,,,,,CANYON LAKE,TX,78676,5209,,,,,
5675,VIVICA,B,QUINONES,,,,,,,,,,,,,,VIVICAQUINONES187@ACXIOM.COM,,,
5676,VIVICA,B,QUINONES,,,,,,,,,,,,,,VIVICAQUINONES624@ACXIOM.COM,,,
5677,JENELL,N,MARVIN,,430,,CHRIS GAUPP,DR,,,,ABSECON,NJ,8205,,,,,,
5678,JENELL,N,MARVIN,,9,,BREAZEALE,DR,,,,WILLIAMSTON,SC,29697,9385,,,,,
5679,JENELL,N,MARVIN,,,,,,,,,,,,,6503564437,,,,
5680,JENELL,N,MARVIN,,,,,,,,,,,,,,JENELLMARVIN595@ACXIOM.COM,,,
5681,JENELL,N,MARVIN,,,,,,,,,,,,,,JENELLMARVIN903@ACXIOM.COM,,,
5682,KRYSTA,G,MARVIN,,430,,CHRIS GAUPP,DR,,,,ABSECON,NJ,8205,,,,,,
5683,KRYSTA,G,MARVIN,,,,,,,,,,,,,9175106298,,,,
5684,AMPARO,Z,WOOTEN,,747,N,ABBY,ST,,,,FRESNO,CA,93701,,,,,,
5685,AMPARO,Z,WOOTEN,,943,,DEER CREEK,LN,,,,FORT COLLINS,CO,80526,4125,,,,,
5686,AMPARO,Z,WOOTEN,,67,,CEDAR,ST,,,,ATTLEBORO,RI,2860,3902,,,,,
5687,AMPARO,Z,WOOTEN,,,,,,,,,,,,,5012524084,,,,
5688,AMPARO,Z,WOOTEN,,,,,,,,,,,,,,AMPAROWOOTEN458@ACXIOM.COM,,,
5689,AMARIA,Z,COUCH,,57,,EAST,AVE,,,,BROCKPORT,NY,14420,,,,,,
5690,AMARIA,Z,COUCH,,,,,,,,,,,,,5012524219,,,,
5691,SAHIL,DONNELL,COUCH,,57,,EAST,AVE,,,,BROCKPORT,NY,14420,,,,,,
5692,SAHIL,DONNELL,COUCH,,,,,,,,,,,,,5013428914,,,,
5693,SAHIL,DONNELL,COUCH,,,,,,,,,,,,,,SAHILCOUCH233@ACXIOM.COM,,,
5694,DREAMA,,COUCH,,57,,EAST,AVE,,,,BROCKPORT,NY,14420,,,,,,
5695,DREAMA,,COUCH,,,,,,,,,,,,,5012529195,,,,
5696,PERSHING,,COUCH,IV,57,,EAST,AVE,,,,BROCKPORT,NY,14420,,,,,,
5697,PERSHING,,COUCH,IV,224,,BOG,RD,,,,CONCORD,NH,3303,1000,,,,,
5698,PERSHING,,COUCH,IV,,,,,,,,,,,,,PERSHINGCOUCH643@ACXIOM.COM,,,
5699,PERSHING,,COUCH,IV,,,,,,,,,,,,,PERSHINGCOUCH807@ACXIOM.COM,,,
5700,JAHEIM,,COUCH,SR,57,,EAST,AVE,,,,BROCKPORT,NY,14420,,,,,,
5701,JAHEIM,,COUCH,SR,2150,,BROWN,RD,,,,JAMESVILLE,NC,27846,9518,,,,,
5702,JAHEIM,,COUCH,SR,,,,,,,,,,,,,JAHEIMCOUCH287@ACXIOM.COM,,,
5703,KARTHIK,,COVARRUBIAS,,3278,,WESTCHESTER,DR,,,,COLLINSVILLE,IL,62040,5118,,,,,
5704,KARTHIK,,COVARRUBIAS,,,,,,,,,,,,,6503569081,,,,
5705,KARTHIK,,COVARRUBIAS,,,,,,,,,,,,,5012523019,,,,
5706,LENWOOD,U,COVARRUBIAS,,3278,,WESTCHESTER,DR,,,,COLLINSVILLE,IL,62040,5118,,,,,
5707,LENWOOD,U,COVARRUBIAS,,516,E,300,,S,,,JEROME,ID,83338,6747,,,,,
5708,LENWOOD,U,COVARRUBIAS,,,,,,,,,,,,,5013428320,,,,
5709,LENWOOD,U,COVARRUBIAS,,,,,,,,,,,,,,LENWOODCOVARRUBIAS361@ACXIOM.COM,,,
5710,LOYCE,MICHEALA,GRIFFITH,,354,,THREE MILE,RD,,,,EAST HARTFORD,CT,6033,3837,,,,,
5711,LOYCE,MICHEALA,GRIFFITH,,542,,PARKS,ST,,,,ATLANTIC CITY,WY,82520,3637,,,,,
5712,LOYCE,MICHEALA,GRIFFITH,,12,,GLENWOOD,ST,,,,WORCESTER,MA,1610,,,,,,
5713,LOYCE,MICHEALA,GRIFFITH,,,,,,,,,,,,,,LOYCEGRIFFITH610@ACXIOM.COM,,,
5714,RANDOLPH,B,GRIFFITH,,354,,THREE MILE,RD,,,,EAST HARTFORD,CT,6033,3837,,,,,
5715,RANDOLPH,B,GRIFFITH,,10144,,COTTAGE,RD,,,,DOWLING,MI,49050,9600,,,,,
5716,RANDOLPH,B,GRIFFITH,,,,,,,,,,,,,6503569037,,,,
5717,RANDOLPH,B,GRIFFITH,,,,,,,,,,,,,,RANDOLPHGRIFFITH517@ACXIOM.COM,,,
5718,AMAURI,DUDLEY,GRIFFITH,,354,,THREE MILE,RD,,,,EAST HARTFORD,CT,6033,3837,,,,,
5719,AMAURI,DUDLEY,GRIFFITH,,,,,,,,,,,,,6503565314,,,,
5720,AMAURI,DUDLEY,GRIFFITH,,,,,,,,,,,,,,AMAURIGRIFFITH269@ACXIOM.COM,,,
5721,LUIGI,T,GRIFFITH,,354,,THREE MILE,RD,,,,EAST HARTFORD,CT,6033,3837,,,,,
5722,LUIGI,T,GRIFFITH,,,,,,,,,,,,,,LUIGIGRIFFITH408@ACXIOM.COM,,,
5723,LUIGI,T,GRIFFITH,,,,,,,,,,,,,,LUIGIGRIFFITH576@ACXIOM.COM,,,
5724,DANIELL,A,GRIFFITH,,354,,THREE MILE,RD,,,,EAST HARTFORD,CT,6033,3837,,,,,
5725,DANIELL,A,GRIFFITH,,645,E,LINCOLN,HWY,,,,CORTLAND,IL,60115,,,,,,
5726,DANIELL,A,GRIFFITH,,,,,,,,,,,,,,DANIELLGRIFFITH210@ACXIOM.COM,,,
5727,KALOB,K,EBERT,,1109,,DATE,ST,,,,COMMERCE,CA,90640,6316,,,,,
5728,KALOB,K,EBERT,,,,,,,,,,,,,5013427173,,,,
5729,KALOB,K,EBERT,,,,,,,,,,,,,,KALOBEBERT134@ACXIOM.COM,,,
5730,EDWINA,J,EBERT,,1109,,DATE,ST,,,,COMMERCE,CA,90640,6316,,,,,
5731,EDWINA,J,EBERT,,4,,SANDY BEACH,RD,,,,BRUNSWICK,ME,4032,6129,,,,,
5732,ORIANA,N,DAWKINS,,1023,,WHITTLING WOOD,DR,,,,CENTRAL,TN,37601,2966,,,,,
5733,ORIANA,N,DAWKINS,,2109,,AZALEA,DR,,,,LEXINGTON-FAYETTE,KY,40504,3303,,,,,
5734,ORIANA,N,DAWKINS,,,,,,,,,,,,,9175108682,,,,
5735,ORIANA,N,DAWKINS,,,,,,,,,,,,,,ORIANADAWKINS651@ACXIOM.COM,,,
5736,KAISON,M,DAWKINS,,1023,,WHITTLING WOOD,DR,,,,CENTRAL,TN,37601,2966,,,,,
5737,KAISON,M,DAWKINS,,2000,,MASSACHUSETTS,AVE,NW,,,WASHINGTON,DC,20036,1022,,,,,
5738,KAISON,M,DAWKINS,,8921,,ILA,RD,,,,CARNESVILLE,GA,30521,4006,,,,,
5739,KAISON,M,DAWKINS,,,,,,,,,,,,,,KAISONDAWKINS311@ACXIOM.COM,,,
5740,JAHMIR,S,DAWKINS,,1023,,WHITTLING WOOD,DR,,,,CENTRAL,TN,37601,2966,,,,,
5741,JAHMIR,S,DAWKINS,,2397,,HANSEN MEADOWS,DR,,,,CLEARFIELD,UT,84075,9378,,,,,
5742,JAHMIR,S,DAWKINS,,5302,,13TH,ST,NW,,,WASHINGTON,DC,20011,3608,,,,,
5743,IVEY,V,KOENIG,,12780,,THACKER HILL,CT,,,,CHANTILLY,VA,20171,2986,,,,,
5744,IVEY,V,KOENIG,,7225,W,WILLIAMS,ST,,,,GOODYEAR,AZ,85043,7813,,,,,
5745,IVEY,V,KOENIG,,4003,E,10TH,ST,,,,CHEYENNE,WY,82001,6658,,,,,
5746,IVEY,V,KOENIG,,,,,,,,,,,,,6503561857,,,,
5747,IVEY,V,KOENIG,,,,,,,,,,,,,5012529595,,,,
5748,IVEY,V,KOENIG,,,,,,,,,,,,,,IVEYKOENIG810@ACXIOM.COM,,,
5749,MARQUEZ,E,BRACKETT,,88290,,TALLASSEE,HWY,,,,ECLECTIC,AL,36078,3788,,,,,
5750,MARQUEZ,E,BRACKETT,,2206,W,MONTE CRISTO,AVE,,,,PHOENIX,AZ,85023,7232,,,,,
5751,MARQUEZ,E,BRACKETT,,636,,PONDEROSA,DR,,,,BIG BEAR CITY,CA,92315,,,,,,
5752,MARQUEZ,E,BRACKETT,,,,,,,,,,,,,9175100212,,,,
5753,DARCIE,C,BRACKETT,,88290,,TALLASSEE,HWY,,,,ECLECTIC,AL,36078,3788,,,,,
5754,DARCIE,C,BRACKETT,,1308,,CORRY,ST,,,,CLIFTON,OH,45387,1312,,,,,
5755,DARCIE,C,BRACKETT,,,,,,,,,,,,,6503567836,,,,
5756,YAIR,WARREN,BRACKETT,,88290,,TALLASSEE,HWY,,,,ECLECTIC,AL,36078,3788,,,,,
5757,YAIR,WARREN,BRACKETT,,119,,CUIVRE RIVER,DR,,,,CAVE,MO,63379,5537,,,,,
5758,YAIR,WARREN,BRACKETT,,3645,,FOX MEADOW,CT,,,,FALLSTON,MD,21084,1810,,,,,
5759,YAIR,WARREN,BRACKETT,,,,,,,,,,,,,,YAIRBRACKETT408@ACXIOM.COM,,,
5760,AYDIN,V,BRACKETT,IV,88290,,TALLASSEE,HWY,,,,ECLECTIC,AL,36078,3788,,,,,
5761,AYDIN,V,BRACKETT,IV,,,,,,,,,,,,6503569737,,,,
5762,NUBIA,P,MATSON,,145,,ROSEBROOK HILL,RD,,,,ISLAND POND,VT,5846,4407,,,,,
5763,NUBIA,P,MATSON,,1800,N,350,,W,,,DUBOIS,IN,47546,,,,,,
5764,NUBIA,P,MATSON,,,,,,,,,,,,,9175108939,,,,
5765,NUBIA,P,MATSON,,,,,,,,,,,,,6503568376,,,,
5766,NUBIA,P,MATSON,,,,,,,,,,,,,,NUBIAMATSON165@ACXIOM.COM,,,
5767,TAMALA,,MATSON,,145,,ROSEBROOK HILL,RD,,,,ISLAND POND,VT,5846,4407,,,,,
5768,TAMALA,,MATSON,,485,,JASPER HIGHWAY 533,,,,,LAUREL,MS,39443,8835,,,,,
5769,TAMALA,,MATSON,,,,,,,,,,,,,5013427713,,,,
5770,TAMALA,,MATSON,,,,,,,,,,,,,5013422954,,,,
5771,AVALYNN,TAYA,DUFF,,8562,,ROBERTSON,DR,,,,FRISCO,TX,75034,8290,,,,,
5772,AVALYNN,TAYA,DUFF,,4011,,HELEN,AVE,,,,LAS VEGAS,NV,89130,2509,,,,,
5773,AVALYNN,TAYA,DUFF,,,,,,,,,,,,,6503569862,,,,
5774,AVALYNN,TAYA,DUFF,,,,,,,,,,,,,,AVALYNNDUFF355@ACXIOM.COM,,,
5775,PRANAV,S,DUFF,,8562,,ROBERTSON,DR,,,,FRISCO,TX,75034,8290,,,,,
5776,PRANAV,S,DUFF,,133,,MORGAN,CT,,,,CHARLOTTESVILLE,VA,22903,2990,,,,,
5777,PRANAV,S,DUFF,,746,,PRINCETON,PL,NW,,,WASHINGTON,DC,20010,1607,,,,,
5778,PRANAV,S,DUFF,,,,,,,,,,,,,6503562224,,,,
5779,PRANAV,S,DUFF,,,,,,,,,,,,,,PRANAVDUFF117@ACXIOM.COM,,,
5780,ANNAMAE,HALLIE,DUFF,,8562,,ROBERTSON,DR,,,,FRISCO,TX,75034,8290,,,,,
5781,ANNAMAE,HALLIE,DUFF,,4035,,OLD TASSO,RD,NE,,,CHARLESTON,TN,37312,5830,,,,,
5782,ANNAMAE,HALLIE,DUFF,,80,,TONDREAU,CT,,,,MANCHESTER,NH,3102,3346,,,,,
5783,ANNAMAE,HALLIE,DUFF,,,,,,,,,,,,,5013423001,,,,
5784,ANNAMAE,HALLIE,DUFF,,,,,,,,,,,,,,ANNAMAEDUFF377@ACXIOM.COM,,,
5785,ANNAMAE,HALLIE,DUFF,,,,,,,,,,,,,,ANNAMAEDUFF999@ACXIOM.COM,,,
5786,SHARONDA,ROSE,WHITMORE,,1074,,GARLOCK,ST,S,,,FOUR CORNERS,OR,97302,6025,,,,,
5787,SHARONDA,ROSE,WHITMORE,,87,,GREENE,RD,,,,SARATOGA SPRINGS,NY,12833,1914,,,,,
5788,SHARONDA,ROSE,WHITMORE,,533,,BRIDGESTONE,CT,,,,ALGONQUIN,IL,60010,6420,,,,,
5789,RAELYNN,V,WHITMORE,,1074,,GARLOCK,ST,S,,,FOUR CORNERS,OR,97302,6025,,,,,
5790,RAELYNN,V,WHITMORE,,1013,,CHERRY,ST,,,,GLENDALE,MS,39401,5203,,,,,
5791,RAELYNN,V,WHITMORE,,,,,,,,,,,,,5013423519,,,,
5792,RAELYNN,V,WHITMORE,,,,,,,,,,,,,6503569186,,,,
5793,RAELYNN,V,WHITMORE,,,,,,,,,,,,,,RAELYNNWHITMORE377@ACXIOM.COM,,,
5794,CARLETON,O,WHITMORE,,1074,,GARLOCK,ST,S,,,FOUR CORNERS,OR,97302,6025,,,,,
5795,CARLETON,O,WHITMORE,,2677,,LILY,RD,,,,LONDON,KY,40744,9439,,,,,
5796,CARLETON,O,WHITMORE,,5125,,TUXEDO,ST,,,,DEARBORN,MI,48204,,,,,,
5797,CARLETON,O,WHITMORE,,,,,,,,,,,,,5012522374,,,,
5798,CARLETON,O,WHITMORE,,,,,,,,,,,,,,CARLETONWHITMORE504@ACXIOM.COM,,,
5799,CARLETON,O,WHITMORE,,,,,,,,,,,,,,CARLETONWHITMORE565@ACXIOM.COM,,,
5800,NORAH,JAZMYN,ARAUJO,,22,,GREENBRIER,DR,,,,BONNER-WEST RIVERSIDE,MT,59802,3352,,,,,
5801,NORAH,JAZMYN,ARAUJO,,,,,,,,,,,,,5013425466,,,,
5802,NORAH,JAZMYN,ARAUJO,,,,,,,,,,,,,,NORAHARAUJO236@ACXIOM.COM,,,
5803,ELLYN,R,WEINSTEIN,,26454,,SR 55,,,,,WARDENSVILLE,WV,26851,,,,,,
5804,ELLYN,R,WEINSTEIN,,,,,,,,,,,,,9175108370,,,,
5805,ELLYN,R,WEINSTEIN,,,,,,,,,,,,,,ELLYNWEINSTEIN788@ACXIOM.COM,,,
5806,KINDRA,T,WEINSTEIN,,26454,,SR 55,,,,,WARDENSVILLE,WV,26851,,,,,,
5807,KINDRA,T,WEINSTEIN,,10,,MEADOW,RD,,,,BLACKWELLS MILLS,NJ,8540,,,,,,
5808,KINDRA,T,WEINSTEIN,,,,,,,,,,,,,5012529829,,,,
5809,KINDRA,T,WEINSTEIN,,,,,,,,,,,,,,KINDRAWEINSTEIN893@ACXIOM.COM,,,
5810,NIDIA,Q,WEINSTEIN,,26454,,SR 55,,,,,WARDENSVILLE,WV,26851,,,,,,
5811,NIDIA,Q,WEINSTEIN,,5621,N,ELGIN,ST,,,,SPOKANE,WA,99205,6929,,,,,
5812,NIDIA,Q,WEINSTEIN,,1103,,LOWER FERRY,RD,,,,JACKSON,AL,36548,5229,,,,,
5813,NIDIA,Q,WEINSTEIN,,,,,,,,,,,,,,NIDIAWEINSTEIN234@ACXIOM.COM,,,
5814,GIGI,S,PARNELL,,245,,SYLVIA,RD,,,,JUNE PARK,FL,32904,5165,,,,,
5815,GIGI,S,PARNELL,,504,,59TH,PL,S,,,BIRMINGHAM,AL,35212,3229,,,,,
5816,GIGI,S,PARNELL,,2820,,CAMPBELL,AVE,,,,FOREST,VA,24501,,,,,,
5817,GIGI,S,PARNELL,,,,,,,,,,,,,,GIGIPARNELL792@ACXIOM.COM,,,
5818,GIGI,S,PARNELL,,,,,,,,,,,,,,GIGIPARNELL977@ACXIOM.COM,,,
5819,LAKEN,I,PARNELL,,245,,SYLVIA,RD,,,,JUNE PARK,FL,32904,5165,,,,,
5820,LAKEN,I,PARNELL,,1113,,MELODY,LN,,,,CHEYENNE,WY,82007,3693,,,,,
5821,LAKEN,I,PARNELL,,,,,,,,,,,,,9175107819,,,,
5822,JANNIE,J,PARNELL,,245,,SYLVIA,RD,,,,JUNE PARK,FL,32904,5165,,,,,
5823,JANNIE,J,PARNELL,,413,N,MOUNT NEBO,ST,,,,VIOLA,WI,54664,7049,,,,,
5824,JANNIE,J,PARNELL,,6745,,A,ST,,,,SPRINGFIELD,OR,97478,7378,,,,,
